ticker,period,category,price,support,resistance,dist_to_support_pct,dist_to_resistance_pct,volume_ratio,entry_trigger,entry_signal,signal_active,is_retest,retest_level,days_since_breakout,retest_worst_undercut_pct,tight_prior_base,prior_base_range_pct,company_name,sector,industry,description
APYX,3mo,NEAR_RESISTANCE_AVOID,3.06,2.96,3.08,3.38,0.65,1.2,3.08,WAIT - buy trigger is a close above 3.08,False,False,,,,,,Apyx Medical Corporation,Healthcare,Medical Devices,"Apyx Medical Corporation, an energy technology company, designs, develops, manufactures, and sells electrosurgical equipment and medical devices in the United States and internationally. The company operates through two segments: Surgical Aesthetics and Original Equipment Manufacturing (OEM). It offers helium plasma generator for the delivery of RF energy and helium plasma to cut, coagulate, and a"
AQB,3mo,NEUTRAL,1.14,1.02,1.23,11.76,7.89,0.62,1.23,NO SIGNAL - next trigger is a close above 1.23,False,False,,,,,,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,"AquaBounty Technologies, Inc. operates as a land-based aquaculture company. The company was formerly known as Aqua Bounty Farms, Inc. and changed its name to AquaBounty Technologies, Inc. in June 2004. AquaBounty Technologies, Inc. was incorporated in 1991 and is headquartered in Harvard, Massachusetts."
AQMS,3mo,NEUTRAL,2.37,2.16,2.9,9.72,22.36,0.38,2.9,NO SIGNAL - next trigger is a close above 2.9,False,False,,,,,,"Aqua Metals, Inc.",Industrials,Waste Management,"Aqua Metals, Inc. develops recycling and refining technologies for the recovery of critical minerals and metals in the United States. It engages in the development of AquaRefining process, an electro-hydrometallurgical method designed to recover high-purity materials from battery and other metal-bearing feedstocks using a closed-loop system. The company serves Metals and Lithium Battery markets. A"
AQN,3mo,RETEST_BUY,5.35,5.24,5.73,2.1,7.1,1.24,5.24,"ENTER - retest of 5.24 breakout level (4d ago), holding",True,True,5.24,4.0,-0.57,False,8.59,Algonquin Power & Utilities Cor,Utilities,Utilities - Diversified,"Algonquin Power & Utilities Corp. operates in the power and utility industries. It owns and operates a portfolio of regulated electric, water distribution and wastewater collection, and natural gas utility systems and transmission operations. As of December 31, 2025, it operated a portfolio of regulated utility systems in the United States, Canada, Bermuda, and Chile, serving approximately 1,272,0"
AQNB,3mo,NEAR_RESISTANCE_AVOID,26.25,25.46,26.4,3.1,0.57,0.52,26.4,WAIT - buy trigger is a close above 26.4,False,False,,,,,,Algonquin Power & Utilities Cor,,,
AQST,3mo,NEAR_RESISTANCE_AVOID,4.61,4.1,4.69,12.44,1.74,1.26,4.69,WAIT - buy trigger is a close above 4.69,False,False,,,,,,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,"Aquestive Therapeutics, Inc. operates as a pharmaceutical company in the United States and internationally. It offers Libervant, a buccal soluble film formulation of diazepam for the treatment of seizures; Suboxone, a sublingual film formulation of buprenorphine and naloxone for the treatment of opioid dependence; EMYLIF, an oral film formulation of riluzole; ONDIF, an oral soluble film formulatio"
AR,3mo,NEAR_RESISTANCE_AVOID,34.86,34.21,35.85,1.9,2.84,2.26,35.85,WAIT - buy trigger is a close above 35.85,False,False,,,,,,Antero Resources Corporation,Energy,Oil & Gas E&P,"Antero Resources Corporation, an independent oil and natural gas company, engages in the development, production, exploration, and acquisition of natural gas, natural gas liquids (NGLs), and oil properties in the United States. It operates in three segments: Exploration and Production; Marketing; and Equity Method Investment in Antero Midstream. As of December 31, 2025, the company had approximate"
ARAI,3mo,NEUTRAL,0.24,0.22,0.26,9.09,8.33,16.61,0.26,NO SIGNAL - next trigger is a close above 0.26,False,False,,,,,,Arrive AI Inc.,Technology,Scientific & Technical Instruments,"Arrive AI Inc., a technology company, designs and implements a commercially viable smart mailbox and platform system in the United States. It offers an ALM network of Arrive Points smart lockers and mini-cross-docks for secure and asynchronous exchange points, which connect drones, robots, delivery providers, retailers, and consumers. The company was formerly known as Arrive Technology Inc. and ch"
ARAY,3mo,NEUTRAL,0.23,0.22,0.28,4.55,21.74,1.04,0.28,NO SIGNAL - next trigger is a close above 0.28,False,False,,,,,,Accuray Incorporated,Healthcare,Medical Devices,"Accuray Incorporated engages in the design, development, and sale of radiosurgery and radiation therapy systems for the treatment of tumors throughout the body in the United States, Canada, Latin America, Australia, New Zealand, Europe, the Middle East, India, Africa, Japan, and China. The company offers the CyberKnife platform, a robotic stereotactic radiosurgery and stereotactic body radiation t"
ARBB,3mo,NEAR_RESISTANCE_AVOID,4.62,4.52,4.64,2.21,0.43,0.15,4.64,WAIT - buy trigger is a close above 4.64,False,False,,,,,,ARB IOT Group Limited,Technology,Information Technology Services,"ARB IOT Group Limited, through its subsidiaries, provides Internet of Things (IoT) system solutions, and system integration and support services in Malaysia. It operates through the Internet of Things (IoT), and Investment Holding and Others segments. The company offers IoT smart building and engineering solutions, including design, procurement, installation, testing, commissioning, and sale of va"
ARBE,3mo,NEUTRAL,0.67,0.64,0.78,4.69,16.42,0.15,0.78,NO SIGNAL - next trigger is a close above 0.78,False,False,,,,,,Arbe Robotics Ltd.,Technology,Scientific & Technical Instruments,"Arbe Robotics Ltd., a semiconductor company, provides 4D imaging radar solutions to suppliers of parts or systems, autonomous ground vehicles, and commercial and industrial vehicles in Sweden, the United States, China, Hong Kong, and Germany. It offers a radar chipset, including transmitter (Tx), receiver (Rx), and processor chips; and the Phoenix perception radar for free space mapping, object tr"
ARBK,3mo,RETEST_BUY,2.75,2.76,2.92,-0.36,6.18,0.96,2.76,"ENTER - retest of 2.76 breakout level (21d ago), holding (tight prior base)",True,True,2.76,21.0,1.81,True,4.88,Argo Blockchain plc,Financial Services,Capital Markets,"Argo Blockchain plc, together with its subsidiaries, engages in bitcoin and other crypto assets buisiness. It is also involved in cryptocurrencies mining activities. The company was formerly known as GoSun Blockchain Limited and changed its name to Argo Blockchain plc in December 2017. Argo Blockchain plc was incorporated in 2017 and is based in London, the United Kingdom."
ARCB,3mo,NEAR_SUPPORT_BUY,128.73,128.46,142.33,0.21,10.56,2.5,128.46,ENTER - holding support at 128.46,True,False,,,,,,ArcBest Corporation,Industrials,Trucking,"ArcBest Corporation, an integrated logistics company, provides ground, air, and ocean transportation solutions worldwide. It operates in two segments, Asset-Based and Asset-Light. The Asset-Based segment provides less-than-truckload (LTL) services that transports general commodities, such as food, textiles, apparel, furniture, appliances, chemicals, non-bulk petroleum products, rubber, plastics, m"
ARCC,3mo,NEAR_RESISTANCE_AVOID,19.4,19.36,19.66,0.21,1.34,1.33,19.66,WAIT - buy trigger is a close above 19.66,False,False,,,,,,Ares Capital Corporation,Financial Services,Asset Management,"Ares Capital Corporation is a business development company specializing in growth capital, acquisition, recapitalization, mezzanine debt, restructurings, rescue financing, and leveraged buyout transactions of middle market companies. It also makes growth capital and general refinancing. It prefers to make investments in companies engaged in sports, media & entertainment, industrials & business ser"
ARCI,3mo,NEAR_RESISTANCE_AVOID,10.1,10.07,10.11,0.3,0.1,0.0,10.11,WAIT - buy trigger is a close above 10.11,False,False,,,,,,Archimedes Tech SPAC Partners I,Financial Services,Shell Companies,"Archimedes Tech SPAC Partners III Co. focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2025 and is based in Claymont, Delaware."
ARCL,3mo,NEAR_RESISTANCE_AVOID,9.99,9.91,10.03,0.81,0.4,0.04,10.03,WAIT - buy trigger is a close above 10.03,False,False,,,,,,ARC Group Acquisition I Corp,Financial Services,Shell Companies,"ARC Group Acquisition I Corp focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses in technology, healthcare, and logistics industries. The company was formerly known as D. Boral ARC Acquisition II Corp. and changed its name to ARC Group Acquisition I Corp in November 2025. The comp"
ARCLR,3mo,NEUTRAL,0.2,0.19,0.22,5.26,10.0,0.0,0.22,NO SIGNAL - next trigger is a close above 0.22,False,False,,,,,,ARC Group Acquisition I Corp,,,"ARC Group Acquisition I Corp focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses in technology, healthcare, and logistics industries. The company was formerly known as D. Boral ARC Acquisition II Corp. and changed its name to ARC Group Acquisition I Corp in November 2025. The comp"
ARCLU,3mo,NEAR_RESISTANCE_AVOID,10.22,10.21,10.33,0.1,1.08,0.0,10.33,WAIT - buy trigger is a close above 10.33,False,False,,,,,,ARC Group Acquisition I Corp,Financial Services,Shell Companies,"ARC Group Acquisition I Corp focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses in technology, healthcare, and logistics industries. The company was formerly known as D. Boral ARC Acquisition II Corp. and changed its name to ARC Group Acquisition I Corp in November 2025. The comp"
ARCO,3mo,RETEST_BUY,7.53,7.6,8.33,-0.92,10.62,2.09,7.6,"ENTER - retest of 7.6 breakout level (24d ago), holding",True,True,7.6,24.0,1.18,False,8.31,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 21 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trin"
ARCT,3mo,NEAR_RESISTANCE_AVOID,16.03,14.0,16.38,14.5,2.18,0.83,16.38,WAIT - buy trigger is a close above 16.38,False,False,,,,,,Arcturus Therapeutics Holdings ,Healthcare,Biotechnology,"Arcturus Therapeutics Holdings Inc., a messenger RNA medicines company, focuses on the development of liver and respiratory rare disease therapeutics. Its technology platforms include STARR, a self-amplifying mRNA technology platform, and LUNAR, a lipid-mediated delivery system. The company also develops ARCT-032 (LUNAR-CF), an mRNA therapeutic candidate for cystic fibrosis that is in Phase 2 clin"
ARDC,3mo,RETEST_BUY,12.01,12.0,12.42,0.08,3.41,1.21,12.0,"ENTER - retest of 12.0 breakout level (30d ago), holding (tight prior base)",True,True,12.0,30.0,0.0,True,2.5,Ares Dynamic Credit Allocation ,Financial Services,Asset Management,"Ares Dynamic Credit Allocation Fund, Inc. is a closed-ended fixed income fund launched by Ares Management LLC. The fund is managed by Ares Capital Management II LLC. It primarily invests in the U.S. securities and companies. The fund primarily invests in debt instruments such as senior loans made primarily to companies whose debt is rated below investment grade, corporate bonds that are primarily "
ARDT,3mo,RETEST_BUY,10.48,10.39,11.03,0.87,5.25,1.25,10.39,"ENTER - retest of 10.39 breakout level (7d ago), holding",True,True,10.39,7.0,-0.19,False,9.57,"Ardent Health, Inc.",Healthcare,Medical Care Facilities,"Ardent Health, Inc. owns and operates a network of hospitals and clinics that provides healthcare services in the United States. The company offers general and specialty services, including internal medicine, general surgery, cardiology, oncology, orthopedics, women's services, neurology, urology, and emergency services within inpatient and ambulatory care settings. It also operates a network of a"
